DATE,TIME,CONTENT
1/11/2016,11:20, How can we speed up progress on the #SDGs? http://wef.ch/1N3bxDu? @WorldBank @GlobalGoalsUNpic.twitter.com/UUV1sWrTtU            
1/11/2016,11:24, How can we speed up progress on the #SDGs? http://wef.ch/1N3bxDu? WorldBank GlobalGoalsUNpic.twitter.com/RmGHfpbwtk            
1/11/2016,11:24," Powerful Article Helping To Invest More and Better"" http http://buff.ly/1W0schP? #FAO #WFP #SDGs #nutrition #foodsecurity FAOnews WFP  ? ? ""           "
1/11/2016,11:24, Global goals for sustainable development #SDGs https://twitter.com/wef/status/686628673659760642??            
1/11/2016,11:28," RT wef How can we speed up progress on the #SDGs? http://wef.ch/1N3bxDu? WorldBank GlobalGoalsUN pic.twitter.com/YrOh2pzme3"" ""           "
1/11/2016,11:31, wef: How can we speed up progress on the #SDGs? http://wef.ch/1N3bxDu? WorldBank GlobalGoalsUNpic.twitter.com/AX7mxgzN41            
1/11/2016,11:31, RT@wef :How can we speed up progress on the #SDGs? http://wef.ch/1N3bxDu? @WorldBank @GlobalGoalsUNpic.twitter.com/JuXL2n9ez1            
1/11/2016,11:32, 10 Things You Didn?t Know About the Sustainable Development Goals http://united-nations.tumblr.com/post/128637380946/10-things-you-didnt-know-about-the-sustainable?? @UN #SDGs            
1/11/2016,11:43, .@ImpakterMag launching our new series w/@SDSNYouth tomorrow on the #SDGs follow w/#SDGStories & stay tuned! #SusDevpic.twitter.com/Hl5usrYe2Q            
1/11/2016,11:47, We need leaders like @ChrisMurphyCT & others to stand up and fight to end #AIDS by 2030: http://www.courant.com/opinion/letters/hc-ugc-article-senate-leadership-needed-to-win-aids-fight-2016-01-08-story.html?? in @hartfordcourant #SDGs            
1/11/2016,11:48, GlobalGoalsUN: RT wef: How can we speed up progress on the #SDGs? http://wef.ch/1N3bxDu? WorldBank GlobalGoalsUNpic.twitter.com/kcUWxsoxZu            
1/11/2016,11:53, Empowering girls & women key to advancing #SDGs - @Kathy_Calvin on taking action in 2016: http://unfoundationblog.org/2016-from-bold-vision-to-meaningful-action/??. #WD2016            
1/11/2016,11:53, innovation and the SDGs http://blog.felixdodds.net/2016/01/guest-blog-by-katherine-teh-white.html?? ? #innovation #SDGs #SDGInfo #earthday #LeonardoDiCaprio #green #climatechange #GlobalGoals            
1/11/2016,12:08," More on the @foodbanking program, helping nations meet the @UN Sustainable Development Goals #SDGs https://twitter.com/foodbanking/status/684855809512239104??            "
1/11/2016,12:11, Helping to Invest More and Better | Thingser http://www.thingser.com/links/impakter-com-helping-to-invest-more-and-better?? #FAO #WFP #SDGs #agriculture #nutrition #foodsecurity            
1/11/2016,12:20, 2016 = Year of the Pulse! See how @UNDP works toward #foodsecurity http://bit.ly/1W4DmCJ? #SDGs pic.twitter.com/eOiQbSaV3c            
1/11/2016,12:20, Health in 2015: From Millenium Development Goals to Sustainable Development Goals http://goo.gl/TwXCGc? #MDGs?#SDGs            
1/11/2016,12:20, Health in 2015: From Millenium Development Goals to Sustainable Development Goals http://goo.gl/TwXCGc? #MDGs?#SDGs            
1/11/2016,12:23, The #SDGs and what they mean for PEI. Feb.9 with @SKindornay @CooperInst at the @MurphysCentre http://bit.ly/1l11E2y? Register by Feb. 5!            
1/11/2016,12:23, Helping to Invest More and Better | Thingser http://www.thingser.com/links/impakter-com-helping-to-invest-more-and-better?? #FAO #WFP #SDGs #agriculture #nutrition #foodsecurity  ? Marcus Parks?            
1/11/2016,12:23, MarcusParks10: Helping to Invest More and Better | Thingser http://www.thingser.com/links/impakter-com-helping-to-invest-more-and-better?? #FAO #WFP #SDGs #agriculture #nutrition #foodsecurity ?            
1/11/2016,12:23, 2016 = Year of the Pulse! See how UNDP works toward #foodsecurity http://bit.ly/1W4DmCJ? #SDGs pic.twitter.com/kUaMcf2rVs  ? UNDP Washingto?            
1/11/2016,12:26, .@thoughtworks Dan McClure: How the #SDGs change #humanitarian #innovation & the need to scale up local actors http://bit.ly/1mQYjV5?            
1/11/2016,12:28, Become a part of the movement! You can support #Goal1: No Poverty with amazing projects on GlobalGiving  ? http://bit.ly/1jpYFRh? #SDGs            
1/11/2016,12:28, Helping to Invest More and Better - Impakter http://buff.ly/1W0ICqL? #FAO #WFP #SDGs #agriculture #nutrition #foodsecurity @FAOnews @WFP            
1/11/2016,12:29, (1/2) Interested in writing about the #SDGs & #sustainabledevelopment? Check out @sdlp_wcl's Call for Papers!pic.twitter.com/ohhF6cLYPN            
1/11/2016,12:31, (2/2) Page 2 of @sdlp_wcl's call for papers for its next issue on #SDGs & #sustainabledevelopmentpic.twitter.com/3QwbPZHviQ            
1/11/2016,12:39, Denovo777: Helping to Invest More and Better | Thingser http://www.thingser.com/links/impakter-com-helping-to-invest-more-and-better?? #FAO #WFP #SDGs #agriculture #nutrition #foodsecurity  ? M?            
1/11/2016,12:39, Helping to Invest More and Better - Impakter http://buff.ly/1W0ICqL? #FAO #WFP #SDGs #agriculture #nutrition #foodsecurity FAOnews WFP  ? ?            
1/11/2016,12:41, Rehema White: Looking forward the international stage for learning for #sustainability (2016) #SDGs @univofstandrews http://learningforsustainabilityscotland.org/blog/rehema-white-looking-forward-the-international-stage-for-learning-for-sustainability-in-2016/??            
1/11/2016,12:43, How can we speed up progress on the SDGs?  http://wef.ch/1mPTHyu? via @wef @GlobalGoalsUN @WorldBank #SDGs #GlobalGoals            
1/11/2016,12:49, #NowReading: 20 facts from @UNFAO on #hunger in the world + how to achieve the #SDGs. #ZeroHungerhttps://twitter.com/GFARforum/status/686501709145833472??            
1/11/2016,12:49, Job opportunity: @UN_Women is hiring a Senior Advocacy Advisor on the Sustainable Development Goals http://jobs.undp.org/cj_view_job.cfm?cur_job_id=62424?? #SDGs #jobs            
1/11/2016,13:03, Attn: @Univ_Of_Oregon! GREEN is hosting an info session this Thurs 1/14 @ 6 PM in Columbia 249; Come learn about our #SDGs abroad programs!            
1/11/2016,13:10," In #Nigeria, gov't must make #SDGs part of citizen's agenda, says @CSNewsroom  http://ow.ly/WUMXM? #SDGsInfo            "
1/11/2016,13:13, The World Bank kick-starts country level analyses to support the #SDGs.  It'll be great to see what comes of it!  http://blogs.worldbank.org/developmenttalk/global-sdgs-country-policymaking??            
1/11/2016,13:15, The #SDGs are an incredibly ambitious global agenda. But how can we translate them into national priorities? http://deliver2030.org/?p=6579?            
1/11/2016,13:17," #SDGs #endExtremePoverty From research, it is only extreme poverty we can practically end globally! #WithAllFingers @onecampaign @opeyek            "
1/11/2016,13:22, Helping To Invest More and Better  http://buff.ly/1OmPcmi? @FAONews #WFP #SDGs #agriculture #nutrition #foodsecuritypic.twitter.com/Jo8EgYGt4Q            
1/11/2016,13:23, Helping To Invest More and Better http://buff.ly/1OmPcmi? FAONews #WFP #SDGs #agriculture #nutrition #foodsecurity ?            
1/11/2016,13:27, Wow... inspiring and scary in equal measure. #SDGs https://twitter.com/WorldBankLive/status/686657819500740609??            
1/11/2016,13:38, Exciting discussions on #SDGs and VR screening with young professionals from @UN_JPOProgrammepic.twitter.com/t3hRRWBjie            
1/11/2016,13:40, MT @WMBtweets Access to Sustainable Energy: Bright Ideas to Capture a Booming Market http://ow.ly/WU8ZG? #SDGs pic.twitter.com/CeJ9zcliO7            
1/11/2016,13:40, New @WorldBank framework could help govts implement #SDGs http://www.globalgovernmentforum.com/new-world-bank-framework-could-help-governments-implement-sustainable-development-goals/?? via @globegov            
1/11/2016,13:40, #GlobalGoals #SDGs Global Goals for Sustainable Development #NewYearsGoals http://fb.me/7O0PCbxJ1?            
1/11/2016,13:51, Sustainable Development Goals: Why Business Should Care via @ELDaily http://www.environmentalleader.com/2015/12/23/sustainable-development-goals-why-business-should-care/#.VpQjer2NvfQ.twitter?? #sustainablebusiness #SDGs #2030            
1/11/2016,13:53, Apply NOW to the #Ubalt #GlobalAffairs & #HumanSecurity #grad prog @PublicAffairsUB http://www.ubalt.edu/cpa/graduate-programs-and-certificates/degree-programs/global-affairs-and-human-security/index.cfm?? #GAHS @EubieBee #PoliSci #SDGs            
1/11/2016,14:04, Clean Water and Sanitation for All by 2030 http://www.huffingtonpost.com/gary-white/its-expensive-to-be-poor_b_8095176.html?1441805779?? #Water #WaterPoverty #MDGs #SDGs            
1/11/2016,14:17, This is one chat we shouldn't miss ppl! #phdchat @sdgsdataNg #SDGs @SDGs @OlumideIDOWU @tickin_clocks @darrenwalkerpic.twitter.com/wmKnl1YxlK            
1/11/2016,14:20," AGREE! The #SDGs are definitely a great catalyst for education transformation"" #GlobalGoals #BizEd @PRMESecretariat http://www.huffingtonpost.com/c-m-rubin/the-global-search-for-edu_b_8777028.html?? ""           "
1/11/2016,14:22, Here?s a reminder of the ambitious #SDGs and our progress. http://bit.ly/1RrUqkT? @riseup_together            
1/11/2016,14:23, If you didn't know already here is a quick snapshot of what #Pulses really are! #ZeroHunger #2030Agenda #SDGs https://twitter.com/17octcomIRL/status/686134817998684160??            
1/11/2016,14:30, RT @UNDP: Agricultural traders can play a big role in #SDGs & efforts to reduce poverty: http://on.undp.org/2Cc?            
1/11/2016,14:32, Fresh off the press: #inno4dev contributes to employment in #Bolivia v @LaRazon_Bolivia http://bit.ly/1RHqPUV? @PNUDBolivia #SDGs @crisloma            
1/11/2016,14:36, From global SDGs to national #policymaking: @WorldBank framework to analyse #progress towards #SDGs http://goo.gl/oLR0Oe?            
1/11/2016,14:38, Way to go! #SDGs https://twitter.com/chimeasonye/status/686615705060507648??            
1/11/2016,15:01, Tax Evasion by multi-national companies and the private sector also amount to #corruption that kills development #SDGs #Goal16 #Nigeria            
1/11/2016,15:21," Please retweet! With #SDGs in place, we need investment in citizen accountability mechanisms @WBG_Health @WRAglobalhttps://twitter.com/healthWV/status/686280870890586112??            "
1/11/2016,15:44, 3 pillars of the UN- human rights; development; & peace and security-are interlinked  & mutually reinforcing #SDGs https://twitter.com/undgdoco/status/679121817081020416??            
1/11/2016,15:55, Global development agenda officially goes into force http://oak.ctx.ly/r/46gth? #SDGs pic.twitter.com/0cZ7zx274j            
1/11/2016,15:58, Ready for the @UN_UniteIdeas #LinksSDGs challenge? Find out how you can use #ICT4SDG: http://bit.ly/LinksSDGs? #SDGs pic.twitter.com/q33kpaZ40l            
,,
1/11/2016,16:00," Goal 4:9 #SDGs reads: By 2030  substantially increase the supply of qualified teachers"" BUT qualified teacher doesn't always = quality ""          "
1/11/2016,16:00, Study: http://ow.ly/WV8pe? #Climatechange will affect global middle class #SDGs v @TR_foundation            
1/11/2016,16:02, #solution for #melting #polar ice caps may be hiding in #rainforest. #SDGs #climate http://flip.it/KoC3J?pic.twitter.com/jD6ozbHLY9            
1/11/2016,16:09, Helping to Invest More and Better @ImpakterMag @FAOnews @WFP http://impakter.com/helping-to-invest-more-and-better/?? #FAO #WFP #SDGs #agriculturepic.twitter.com/Tfpq3BGtlE            
1/11/2016,16:35, Goal 4 of the #GlobalGoals: Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all. #SDGs            
1/11/2016,16:48, Thanks for the follow and leading the #SDGs movement! @UNDESA #sustainablepeople            
1/11/2016,17:01, Nigeria needs to revitalize its Manufacturing Industry: a major employer employing more than half a billion jobs in 2013 worldwide #SDGs            
1/11/2016,17:26, Without a concerted global effort the UN's #SDGs are unachievable #sustainabledevelopment http://goo.gl/cB5S4m?pic.twitter.com/sysPvfLQub            
1/11/2016,17:28, An interesting challenge: how to use #tech for @UN #GlobalGoals?  #ICT4SDG #LinksSDGs #SDGs http://bit.ly/LinksSDGs?pic.twitter.com/JbtGoom33A            
1/11/2016,17:40, #2015InReview: A Year of #GlobalHealth achievements and a look ahead to the #SDGs @USAID http://ow.ly/WURu4?            
1/11/2016,17:40, Really useful post re: #Goal 5 - #sdgs #bizfor2030http://pco.lt/1ZWSLqA?            
1/11/2016,17:43, Driving the New Development Agenda: What Is the Role of Financial Inclusion?   Read ->http://bit.ly/1jUSDbe? #SDGs pic.twitter.com/k3pbJY7BOR            
1/11/2016,18:00, The 17 Sustainable Development Goals form a cohesive &integrated package of global aspirations the world commits to achieving by 2030 #SDGs            
1/11/2016,18:00, Access to Sustainable Energy: Bright Ideas to Capture a Booming Market http://ow.ly/WU8ZG? #SDGs @BSRNewspic.twitter.com/NYmqaiPkdx            
1/11/2016,18:23, @MiamiHeraldLive op-ed by @samdaleyharris on @RESULTS_Tweets @citizensclimate & @unicefusa #SDGs #climate #advocacy http://www.miamiherald.com/opinion/op-ed/article54203535.html??            
1/11/2016,18:30, @UNDPasiapac will innovate as we support partner countries to achieve #SDGs. @SophieKemkhadze @UNDPNepal explains:http://www.onlinekhabar.com/2016/01/369903/?            
1/11/2016,18:45, Did the #MDGs halve poverty? 1990-2010 GDP increased 217% while 317M *more* people started living on less than $5/day. @adiguntemitayo #SDGs            
1/11/2016,18:47," Good, happy news about the #Wildlife in #CostaRica. #SDG15 #LifeOnLand #SaveTheAnimals #Freedom #SDGs #People...http://fb.me/Sxc8RQkJ?            "
1/11/2016,18:50, Helping To Invest More and Better http://impakter.com/helping-to-invest-more-and-better/?? http://www.thingser.com/post/13671? #FAO #WFP #SDGs #agriculture #nutrition #foodsecurity            
1/11/2016,18:57, Helping To Invest More and Better http://impakter.com/helping-to-invest-more-and-better/?? http://www.thingser.com/post/13671? #FAO #WFP #SDGs #agriculture #nutrition #foodsecurity  ?            
1/11/2016,19:01," @mercycorps CEO @nealkg recs 4 biz incl. partnerships with NGOs, donors & local biz & supporting governance. #SDGs https://twitter.com/cntr4growth/status/686380681920819200??            "
1/11/2016,19:02, @Helvetas director says crisis funding getting in way of long-term #development. #SDGs shouldn't be forgotten. https://www.devex.com/news/helvetas-chief-it-s-time-to-abandon-the-misery-discourse-87564??            
1/11/2016,19:11, .@MiamiHerald oped by @samdaleyharris on @RESULTS_Tweets @citizensclimate @unicefusa #SDGs #climate #makeadifferencehttp://www.miamiherald.com/opinion/op-ed/article54203535.html??            
1/11/2016,19:12, Helping To Invest More and Better http://impakter.com/helping-to-invest-more-and-better/?? http://www.thingser.com/post/13671? #FAO #WFP #SDGs #agriculture #nutrition #foodsecurity  ?            
1/11/2016,19:20, Health in 2015: From Millenium Development Goals to Sustainable Development Goals http://goo.gl/TwXCGc? #MDGs?#SDGs            
1/11/2016,19:20, Health in 2015: From Millenium Development Goals to Sustainable Development Goals http://goo.gl/TwXCGc? #MDGs?#SDGs            
1/11/2016,19:20, Universal health coverage cuts across all of the health-related Sustainable Development Goals http://goo.gl/TwXCGc? #MDGs?#SDGs            
1/11/2016,19:38, 2016 is here and the real work is beginning on the #SDGs. Tell us what you're doing http://gu.com/p/4fcvn/stw?            
1/11/2016,19:39, GuardianGDP: 2016 is here and the real work is beginning on the #SDGs. Tell us what you're doing http://gu.com/p/4fcvn/stw?            
1/11/2016,19:43, OAS and @pahowho have partnered 2 support #2030agenda and help countries achieve sustainable develop. goals #SDGs pic.twitter.com/BqB8C99Y4S            
1/11/2016,20:33, Retweeted SDG Action Campaign (@SDGaction):  Exciting discussions on #SDGs and VR screening with young... http://fb.me/5MEsQNHpz?            
1/11/2016,20:33, SG Taylor: KOICA opening a new office in #Fiji covering #PacificIslands. Increased investment to #Pacific states to achieve #SDGs.            
1/11/2016,20:36, We're hiring! @village_ent is seeking an Accounting and HR Manager: http://bit.ly/1RIa6AT? #nonprofitjobs #accounting #hrjobs #sdgs            
1/11/2016,20:44, Understand the new Sustainable Development Goals through this interactive video. #SDGs #GlobalGoalshttps://www.youtube.com/watch?v=ZZzBbO6Y0uc??            
1/11/2016,21:03," We are committed to Goal 4 #SDGs, to substantially increase the number of youths receiving relevant skills to be successful entrepreneurs.            "
1/11/2016,21:06, Flying the flags #SDGs in pictures http://ow.ly/WT0x6?            
1/11/2016,21:09," Lead from the heart, not from the head  @GlobalGoalsUN @LeoDiCaprio #SDGs #Healing #Inspiration #UNGA @UNGenevapic.twitter.com/lBnUgdIe25            "
1/11/2016,21:17, Pakistan emphasizes #development support #SDGs @UNDPhttps://twitter.com/MAFundp/status/686778461130719233??            
1/11/2016,21:21, The most important #CSR trend for 2016: http://ow.ly/WW0eY? @markhoroszowski cc @AbbottGlobal @TimJMohin @PYXERAGlobal #ESG #SDGs            
1/11/2016,21:32," RT UNDP_Pakistan Pakistan emphasizes #development support #SDGs UNDP  https://twitter.com/MAFundp/status/686778461130719233??"" ""           "
1/11/2016,21:39, The most important #CSR trend for 2016: http://ow.ly/WW1YR? @markhoroszowski cc @NetImpact @SASB #GRI #ESG #SDGs            
1/11/2016,21:44, Every minute a child dies of a water-related disease. Safe #water for all can change this. #UN #SDGs #6is1  http://dld.bz/dVcZG?            
1/11/2016,21:44, How expensive is it to be a poor? http://dld.bz/dVcZE? #Water #WaterPoverty #MDGs #SDGs #4H2O             
1/11/2016,21:44, How expensive is it to be a poor? http://dld.bz/dVcZE? #Water #guardian #WaterPoverty #MDGs #SDGs #4H2O             
1/11/2016,21:44, Clean Water and Sanitation for All by 2030 http://dld.bz/dVcZE? #Water #WaterPoverty #MDGs #SDGs             
1/11/2016,21:46, Clean Water and Sanitation for All by 2030 http://dld.bz/dVcZE? #Water #WaterPoverty #MDGs #SDGs #4H2O             
1/11/2016,21:46, How expensive is it to be a poor? http://dld.bz/dVcZE? #Water #guardian #WaterPoverty #MDGs #SDGs             
1/11/2016,21:46, How expensive is it to be a poor http://dld.bz/dVcZE? #Water #WaterPoverty #MDGs #SDGs #4H2O             
1/11/2016,22:17, Get inspired http://undp.org/globalgoals? #SDGs pic.twitter.com/QaNRzRBnVy            
1/11/2016,22:22," In Sept. 2015, I interviewed UNDP chief & former New NZ PM @HelenClarkUNDP about #SDGs & refugees & conflict: http://www.thewhig.com/2015/10/02/sustainable-development-goals-part-2-violence-threatens-global-goals?? ?            "
1/11/2016,22:30, The most important #CSR trend for 2016: http://ow.ly/WW0cU? @markhoroszowski cc @AbbottGlobal @TimJMohin @PYXERAGlobal #ESG #SDGs            
1/11/2016,22:57, The #jobcreation mandate of the #SDGs pic.twitter.com/M5f2z8tEBL            
1/11/2016,23:02, HelenClarkUNDP: RT SDGsSaturday: The #jobcreation mandate of the #SDGs pic.twitter.com/a4rjnalkyA            
1/11/2016,23:03, Share some stories/examples/tweets of the #SDGs working on the ground using #SDGStories! @SDG2030 @ESG_SDG @SDGaction @UNDP @UNSDSN #SusDev            
1/11/2016,23:22, Join us this Saturday at 10am for One Ball. One Bike. One Goal. Promoting #Sports for #health. #GlobalGoals #SDGs pic.twitter.com/EFZbeQPUT0            
1/11/2016,23:28, Retweeted SDGs (@SDGsSaturday):  The #jobcreation mandate of the #SDGs pic.twitter.com/0WSHM2PnIr http://fb.me/7B6PbxOys?            
1/11/2016,23:28, Corruption can hamper the achievement of the #SDGs in Nigeria. Think about this and support the war against corruption. #GoodMorningNigeria            
1/11/2016,23:30," Great article on corporate commitments, responsibilities and opportunities #SDGs #climateactionhttps://twitter.com/Responsible_Biz/status/686798332719575042??            "
1/11/2016,23:41, Missed it yesterday? Listen to @UN @davidnabarro's address at @iiea on implementing the #SDGs & #2030Agenda here: http://iiea.com/ftp/Podcasts/Podcasts%20and%20PDFs%202015%20Temp/11_January_2016-Dr._David_Narbarro-Keynote-IIEA.mp3??            
1/11/2016,23:47, Read ACT Alliance gender policy on http://buff.ly/1VYME2I? #SDGs #Dignity4Allpic.twitter.com/Numn4P1TWz            
1/11/2016,23:49, @SDGsSaturday #SDGsSaturday #Industrialization #Nigeria will move faster to achieving #SDGs if more skilled women are in #STEM fields.            
1/11/2016,23:53, 17 Goals to Transform Our World #17Days17Goals #SDGs @UN            
1/12/2016,0:00, More sustainable living? Achievable only if businesses lead the transition: http://philips.to/1JhXFJb? #WEF16 #SDGs pic.twitter.com/1dqe8TkI1k            
1/12/2016,0:00, More sustainable living? Achievable only if businesses lead the transition: http://philips.to/1JhXFJb? #WEF16 #SDGs pic.twitter.com/8HpEOYAJJM            
1/12/2016,0:00, Conflict holds back children | Kingston Whig-Standard http://www.thewhig.com/2016/01/07/conflict-holds-back-children?? ? ? ?#SDGs            
1/12/2016,0:06, Great! - The UN Sustainable Development Goals will empower women - join the #SDGs movement at @SDGsSaturdayhttps://twitter.com/TheAnitaErskine/status/686819713226280964??            
1/12/2016,0:07, The 2016 list for us in the WASH ( #water #sanitation #hygiene) sector. #SDGs #goal6https://twitter.com/JohnforWASH/status/686562694107762688??            
1/12/2016,0:11, Topic of this year's #EDD16 is #SDGs ! 1st preparatory meeting pic.twitter.com/Y05Lt3Lg5g            
1/12/2016,0:13, 2016 will be a  challenging year for Europe and the implementation of the #SDGs #EESC #EDD16pic.twitter.com/v5YoARMWLJ            
1/12/2016,0:15, Everyone benefits when students (esp girls) have access to sustainable #WaSH services. #SACOSAN #education #SDGs pic.twitter.com/CquQbjc1Hq            
1/12/2016,0:15, The EU s commitment to the #SDGs @europeaid #EDD16 @EU_EESCpic.twitter.com/zvjgW4iXps            
1/12/2016,0:18, Let's start 2016 by making a genuine effort to familiarize ourselves with Sustainable Development Goals #SDGs pic.twitter.com/TtBPij9484            
1/12/2016,0:20, Goal 12: Ensure sustainable consumption and production patterns #17Days17Goals #SDGs @UNpic.twitter.com/H2WRamzjAB            
1/12/2016,0:23, EU & @europeaid commitments to the #SDGs discussed today ahead of   #EDD16 in June 2016! @Dochasnetwork @ATD4thWorldpic.twitter.com/wVzs3ggNhz            
1/12/2016,0:25, The #EDD16 will be all about how we can and will implement the #SDGs @EU_EESC @europeaidpic.twitter.com/LQqZrxru5l            
1/12/2016,0:28, #Goal14 on life below water is linked with #Goal6. It's everyone?s business to take care of our #water. #SDGs... http://fb.me/4HljuBqmm?            
1/12/2016,0:34, How to monitor the #SDGs at national level? Check out th 2-pager abt our pilot project in Germany http://bit.ly/1OYujU3? @devinitorg @okfde            
1/12/2016,0:35, Topic of 2016 European Days Development #EDD16 is the implementation of #SDGs! #EYD2015 @bertluytsATDQM @ATD4thWorldpic.twitter.com/IyPcIF9jND            
1/12/2016,0:35, Topic of 2016 European Days Development #EDD16 is the implementation of #SDGs! #EYD2015 @bertluytsATDQM @ATD4thWorldpic.twitter.com/nZvlfFk6oZ            
1/12/2016,0:38, UN on #SDGs Paper by @unanl is out! http://paper.li/UNANL/1336552654?edition_id=de4bfe20-b907-11e5-b2a1-0cc47a0d15fd?? Stories via @PlatformOiO @B4FNTeam @CUSP_uk            
1/12/2016,0:39, RT@WorldBankWater:Everyone benefits when students(esp girls)hv acc2 sust. #WaSH services.#SACOSAN #education #SDGs pic.twitter.com/PvmDowAqE5            
1/12/2016,0:41, Why Courageous humility and working at interfaces is critical for transformative movements http://www.youtube.com/watch?v=NMfnKUa5gZw&sns=tw?? via youtube #sdgs #food            
1/12/2016,0:45, 1.3 billion tonnes of food are wasted every year. #17Days17Goals #SDGs @UNpic.twitter.com/fP0aB1dRz8            
1/12/2016,0:47, Let's be inspired by strong #SDGs voices! Listen to @davidnabarro and discover #RolesWePlay: http://www.atdireland.ie/wp/globalgoals/?https://twitter.com/ATDIreland/status/686815356887908352??            
1/12/2016,0:47, Interesting write up @DirkMessner #SDGs and role of #EU @HelenClarkUNDP @UNDP_India @rishttps://twitter.com/DirkMessner/status/686621144150073345??            
1/12/2016,0:49, IIASA Deputy DG Nebojsa Nakicenovic appointed to special #SDGs advisory board  http://bit.ly/1Q1QmYZ?pic.twitter.com/b8gEk94Sg5            
1/12/2016,0:50, Great report by @bondngo on how #UK should take a leadership role in implementing the #SDGs at the national level http://ow.ly/WTmVM?            
1/12/2016,0:51, What is Social and Solidarity Finance? http://www.unrisd.org/eb2? #SSF #SDGs #SustainableDevelopment            
1/12/2016,0:54, Achieving #SDGs will require an unprecedented joint effort of all stakeholders.  - See more at: http://www.dailymirror.lk/102161/from-millennium-development-goals-to-sustainable-development-goals-is-sri-lanka-ready-for-the-next-step#sthash.4b3pxrVE.dpuf??            
1/12/2016,1:01, Read 3 lessons learnt from the #MDGs & how they can help us achieve the #SDGs? @MDGHealthEnvoy shares experiences http://bit.ly/1kNRX7r?            
1/12/2016,1:09," Really good: #SDGs flawed in conflating means with ends. #Wellbeing is goal, #growth is not the right mean.https://twitter.com/KTrebeck/status/686629985382174721??            "
1/12/2016,1:11, Water and sanitation are critical determinants for survival in the humanitarian emergencies. #SDGs #Dignity4Allpic.twitter.com/cwkYfu74gv            
1/12/2016,1:32, I will b speaking this morning on Armed forces radio @Afrs1077Fm abt the sust dev goals #SDGs @ 10:30am. Pls tune in pic.twitter.com/QfKem3ZtSl            
1/12/2016,1:34, Foreign #aid: Strings attached! Interesting read from @TheEconomist: http://econ.st/1OCevnL? #SDGs            
1/12/2016,1:35, AECID_es: RT RolesWePlayEYD: Topic of 2016 European Days Development #EDD16 is the implementation of #SDGs! #EYD20?pic.twitter.com/kSAoa1yBMg            
1/12/2016,1:41, Here's our 'commitment to communities' in numbers. #Business helping to deliver the #SDGs: http://www.kpmg.com/citizenship?pic.twitter.com/TdNXtVtAAQ            
1/12/2016,1:43, Researchers map top 100 #development questions http://bit.ly/1OIxMpz? #SDGs #ODS            
1/12/2016,1:45, Join the annual meeting of @SIANIAgri 19 Jan 2016!   Sign up here: http://bit.ly/1OKzyoe? #food # agriculture #SDGs pic.twitter.com/opouJfXrTF            
1/12/2016,1:45," If people worldwide switched to energy-efficient lightbulbs, the world would save US$120 billion annually #17Days17Goals #SDGs @UN            "
1/12/2016,1:46, @CommonsIDC Is there a transcript available of oral evidence given by Greening at the #SDGs inquiry yesterday?            
1/12/2016,1:47," Happy New Year, @JunckerEU Some ideas to bring yr 10 Priorities in line with #SDGs, #COP21 http://bit.ly/22WWEyb?pic.twitter.com/rUU6uSmL8A            "
1/12/2016,1:53, Does India's #publichealth need a roadmap #NHP #MDGs #SDGs @thePHFI @MoHFW_INDIA http://bit.ly/1PcAH45? @TheWeekLive            
1/12/2016,1:58, @l_haddad great initiative - missing available data on disparities to break down by social and economic groups & assess #SDGs LnB principle            
1/12/2016,2:01, '4 Ways #Business Can Strengthen Fragile States' @mercycorps @nealkg #SDGs #GlobalGoals #PublicPrivatePartnershiphttps://twitter.com/CNTR4growth/status/686380681920819200??            
1/12/2016,2:02, Professor Robert Wade discusses #industrialization and #SDGs https://youtu.be/bTrKm5JQiE0? via @YouTube            
1/12/2016,2:10, What are you doing to achieve the #globalgoals? Share you pics and stories via @GuardianWitness #SDGs #globaldev http://gu.com/p/4fcvn/stw?            
1/12/2016,2:15, #Selleverything sums up the broken global economic system. Surely it's time to redefine success? #SFDRR #SDGs #COP21http://www.independent.co.uk/news/business/news/rbs-is-telling-traders-to-sell-everything-a6807111.html??            
1/12/2016,2:20, Health in 2015: From Millenium Development Goals to Sustainable Development Goals http://goo.gl/TwXCGc? #MDGs?#SDGs            
1/12/2016,2:20, Universal health coverage cuts across all of the health-related Sustainable Development Goals http://goo.gl/TwXCGc? #MDGs?#SDGs            
1/12/2016,2:20, Health in 2015: From Millenium Development Goals to Sustainable Development Goals http://goo.gl/TwXCGc? #MDGs?#SDGs            
1/12/2016,2:20, Health in 2015: From Millenium Development Goals to Sustainable Development Goals http://goo.gl/TwXCGc? #MDGs?#SDGs            
1/12/2016,2:20, Health in 2015: From Millenium Development Goals to Sustainable Development Goals http://goo.gl/TwXCGc? #MDGs?#SDGs            
1/12/2016,2:20, Health in 2015: From Millenium Development Goals to Sustainable Development Goals http://goo.gl/TwXCGc? #MDGs?#SDGs            
1/12/2016,2:20, Health in 2015: From Millenium Development Goals to Sustainable Development Goals http://goo.gl/TwXCGc? #MDGs?#SDGs            
1/12/2016,2:20, Universal health coverage cuts across all of the health-related Sustainable Development Goals http://goo.gl/TwXCGc? #MDGs?#SDGs            
1/12/2016,2:20, Universal health coverage cuts across all of the health-related Sustainable Development Goals http://goo.gl/TwXCGc? #MDGs?#SDGs            
